,author,content,title
10,,"
",
11,,"
",
12,,"
تېره ورځ تېر ماسپښين د اروزګان ولايت دچارچينو ولسوالۍ ديخدان په کلي کې نوم ليکني مامورين ديوه وسلوال کمين په ترڅ کې دوه نفره وژل شوي اوڅلور موټر يې سوځېدلي دي .
په کندهار کې دانتخاباتو دګډکميسون مشر ډاکتر همايون په دې اړه دبينوا ويبپاڼې خبريال ته وويل .""
پرون ورځ چې دچارچينو ولسوالي ديخدان په کلي کې زموږ کارکونکو ته چې دوسلوالو کسانو له 
کمين نيول شوى وه په هغه کې دوه نفره چې يويې د ټرينيګ افسر اوبل يې ډريوروه وژل شوي او خلور موټره سوځول شوي دي .""
دنوموړي دفتر دسکيورټي مشرپيټر  په دې ړه دبينوا ويبپاڼې خبريال ته  وويل: "" د اروزګان ولايت دچارچينو ولسوالي دې پيښې چې زموږ دوه نفره په کې وژل شوي دي دابه زموږ په کارهيڅ اغېزه وانه چوي ."" نوموړي زياته کړه :""موږ له خلکو هيله کو چې داګست تر ١٥پنځلسمې پورې ځانونه ثبت کړي چې وروسته به يې داچانس له لاسه ووزي .""ديادولوړده چې په دې وروستيو کې دادوهمه پيښه ده چې په نوموړي ولايت کې پيښږې مخکې هغه وګړي چې ځانونه يې ثبت کړي ا ود رايي اچولو کاټونه يې اخيستي وه وسلوالو کسانو وتښتول او دهزار بوس په سيمه کې چې دزبل ولايت ددايچوپان سره څيرمه ده ١٥کسه وژلي وه اودا دوهمه پيښه ده چې راسا دټولټاکنو دکميسون پر مامورينو سرته رسيږي ځايي چارواکي وايي چې دوى دپيښې په اړه پلټنه کوي روزګان والي په دېاړه دبينوا ويبپاڼې خبريال ته وويل :""موږ دامهال په دغه سيمه کې عمليات شروع کړي دي سيمه موټوله محاصره کړې ده اوده عمليات يواځې دملي اردوعسکر کوي اوسه پورې دعملياتو يه اړه څه نه شم ويلي خووروسته به معلوميږي اوس لاسرې وخت دى ."" ",د ارزګان په ولايت کي د نوم ليکني ددفتر پر مامورينو بريد
13,,"
",
14,,"
د شنبې په ورځ په کابل کي د اسلامي محاذ ګوند مشر پير سيداحمد ګيلاني په يوه خبري کنفرانس کي خبريالانو ته  وويل چي ګوند يي د يوه سياسي ګوند په توګه په راتلونکو ټولټاکنو کي د اوسني ولسمشر حامد کرزي څخه ملاتړ کوي . نوموړي دا اعلان په داسي حال کي کړيدی چي ولسمشر حامد کرزي د دفاع وزير قسيم فهيم نوم د خپلو مرستيالانو له لست نه ليري کړ نوموړي وويل چي حامدکرزي د مجاهدينو ملاتړ له لاسه ورکړی دی ، پير سيداحمد ګيلاني وويل چي کيدای شي يوه برخه د افغانستان له مجاهدينو نه د حامد کرزي ملاتړ  ونه کړي ، خو دا برخه ټولو افغان مجاهدينو استازيتوب نه کوي .
 
  ",د اسلامي محاذ مشر پير سيد احمد ګيلاني په راتلونکو ټولټاکنو کي له ولسمشر کرزي نه خپل ملاتړ اعلان کړ
15,,"

د بېنوا فرهنګي ټولني مشر چي يوه اوونۍ مخکي په کابل کي لويي څارنوالۍ ته د اطلاعاتو او کلتور د وزير په امر راغوښتل شوی  و د تحقيقاتو او پوښتنو ګروېږنو وروسته خلاص شواو دوسيه يې وتړل شوه .  د اطلاعاتو او کلتور وزير څارنوالۍ ته ويلي وه چي د بېنوا فرهنګي ټولني مشر محمديار  څو اوونۍ مخکي  په کندهار کي د يوه سيمينار پر وخت  دده په اړه يوه ليکنه خپره کړې وه  او په دې توګه يې دده د حيثيت سپکاوی کړی دی  ، په دې اړه له محمديار څخه په کابل کي څو ورځي پوښتني ګروېږني وشوې ، محمديار  د هيواد د اساسي قانون او مطبوعاتو په قانون کي د قلم او بيان د ازادۍ پر بنسټ د ځان دفاع وکړه  او څارنوالۍ ونشوای کړای چي محمديار د قانون له مخي د وزير په دې دعوه چي ګواکي محمديار يې د حيثيت سپکاوی کړی دی سزا ورکړي . محمديارته پرون په کابل کي وويل شوه چي نور يې دوسيه بنده شوې ده او کولای شي کندهار ته لاړ شي او همدا ډول يې په کابل کي د لويي څارنوالۍ څخه د کندهار پر څارنوالۍ يو سرپټی ليک تر لاسه کړ چي وښيي په کابل کي لويي څارنوالۍ دده دوسيه بنده کړېده او دی بيګنا ثابت شوی دی  او د هوډ مجلې مسوول مدير ښاغلی ولسمل چي په کندهار کي يې دده ضمانت کړی  نور له ضمانته خلاص دی . محمديار د بېنوا خبريال سره په تيلفوني خبرو کي وويل چي تر يوې اوونۍ بيځايه وخت تيريدو وروسته به اوس ډير ژر د خپلو فرهنګي او ژورناليستيکي  چارو د سرته رسولو لپاره کندهار ته چيري چي د بېنوافرهنګي ټولني او ښکلا مجلې مرکزي دفتر دی ولاړ شي . 

  ",لويي څارنوالۍ پسله يوې اوونۍ محمديارته د خلاصون خبر ورکړی دی 
16,,"
د ازادۍ راډيو خبر ورکړ چي په کندهار کي د ميرويس روغتون نرسان اوډاکټران د ناروغانو سره سمه وضعه نه کوي ، د ناروغانو د حال پوښتنه نه کيږي ، هغه درمل کوم چي د نړيوالو خيريه موسسو لخوا د ناروغانو دپاره راوړل کيږي په ناقانونه توګه د ښار پر درملتونونو او شرکتونوپلورل کيږي . يوه تن چي د ميرويس روغتون له ناروغانو څخه وويل چي ډاکټران پر ناروغانو پوښتنه نه کوي ، په رسمي وختونو کي په خپلو شخصي کتنځايونوکي کارکوي ،په روغتون کي  د ناروغانو له دوستانو نه د عمليات پر وخت پيسې غواړي ، د ښځينه ناروغيو او عملياتونو پر وخت هغوی مجبوره کيږي چي ډاکترانو ته پيسې ورکړي . په دې اړه د کندهار د عامي روغتيا ريس هم دا خبري ومنلې او ويې ويل چي موږ هم له داسي ځينو پېښو خبر يو ، خو فکر کيږي چي دا د حل  لاره نه ده  د عامي روغتيا رياست او وزارت ددې پېښو د مخنيوي لپاره د جدي اقدام مسووليت لري . ځکه په روغتون کي د ناروغانو سره د ډاکټرانو بي مسوليتي د ناروغ د مرګ سبب ګرځي ،  ",په کندهار کي د ميرويس روغتون پر نرسانو اوډاکټرانو نيوکي شويدي
17,,"
",
18,,"
په کندهار کې دميرويس له روغتون سره دجاپان هيواد ٢٥٠ سوه زره ډالره مرسته وکړه ،چې دامرسته په افغانستان کې دجاپان هيواد سفير له خو ا وروسپال شوه .
تېره ورځ ماښپين په درنيمو بجو په هغه غونډه کې چې دميرو يس روغتون په انګړ کې   په دې اړه جوړه شوې وه دجاپان هيواد سفير کوناموکيچني دنرسنګ لپاره دترانسپورټ وسايط ، ددوبي خانې لپاه ره ، دروغتياتفريحي ساحه ،داکسريې ماشين او ٣٥مختلف  طبي سامان الات په کښې وه دروغتون مسئولينو ته وسپارل .
دجاپان هيواد سفير ددې مراسمو په تر څ کې خبريالانو ته وويل :""يواځې يې دبودېجې څخه دجنوب لوېديځې حوزې لپاره ٧٥ ميلونه ډالره ځانګړې کړې دي .""
ده په دې اړه زياته کړه :""دجاپان هيواد هيله لري چې دبيارغاونې کارونه په کندهار کې سرته ورسوي .""
کيچني دطبي ستونزو ته پام ديوې ټولنې دلوړتيا بنسټ وباله ده وويل :""په همدې خاطر مو په دغه سيمه کې په خاص ډول دطبي ستونزو داواري لپاره مرسته وکړه .""
په کندهار کې دملګروملتو دفتر يونا ما مسئول طلعت بيګ چې په دغو مراسمو کې يې ګډون درلوده دجاپان هيواد نه مننه وکړه چې په دغو سختو شرايطو کې يې په دغه زون کې مرسته وکړه ده زياته کړه :""  دامهال په دغه زون کې بي امني ددي لامل شوي چې نړيوالې ټولنې ياخو بخي نشته اوکه شته نو په ډېر کم زړه دلته کارونه کوي زه دجاپان هيواد نه مننه کوم چې په دغو سختو شرايطو کې يې خپل کومک وکړ .""
ديادولو وړده چې دجاپان هيواد ١٦١٥٧٧٥امريکايي ډالره دخپلو وړيا مرستو څخه ددغه هيواد په ١٢ ولايتونو کې دبيا جوړونې اورغونې د٢١پروژو دعملي کولو لپاره ورکوي ،په دغو پروژو کې ښونځي ،روغتونونه ،داوبو رسولو دسيستم ترميمول ، داستنادي ديوالونوجوړول ،دسړکونو ترميمول شامل دي چې په بدخشان ،کندهار ، باميان ،کاپيسا ،دايکنډي ،غور ،نورستان ،ميدان وردگ، بغلان کې دسيمه ييزو اوغيري دولتي ادارو له خو ا اجراکيږي ددغو پرووژو تړون په کابل کې په ١٧ دزمري  دجاپان دسفارت په انګړ کې نوموړي سفير لاسليک کړ جاپان په افغانستان کې دخپل سفارت دپرانستلو څخه تر اوسه پورې دبيارغونې او جوړونې ٢٦٥پروژې دوړيا مرستو تر پروګرام لاندې تمويل کړې دي.  ",په کندهار کې دميرويس له روغتون سره دجاپان هيواد ٢٥٠ سوه زره ډالره مرسته وکړه
19,,"
يوي فرانسوي او الماني پوځي ډلګۍ په ا فغانستان کښي دسولي ساتني مسوليت په غاړه واخيست.  د بلجيم، فرانسي، لوکسمبورګ او اسپانيي کنډکونه به په راتلونکو شپږو مياشتو کښي په افغانستان کښي دسولي ساتني دنده سرته رسوي. داد ١٩٩٢ کال نه وروسته  د ايوروکورپوس  لومړي ګام دي چه د اورپا نه دباندي اخيستل کيږي. د جون په مياشت کښي د ناټوغړو هيوادونوپرېکړه کړي وه چي په افغانستان کښي به د ولس مشري د ټاکنوتروخته  ددغه  پوځونوشمير ترلسوزرو پوري  ډيره وي.  خواوس چي د ولسمشري ټاکنوته دوه مياشتي پاتي دي، دا معلومه نه ده چي دغه ا ضافي ګنډکونه به کله افغانستان ته استول کيږي.  
 
  ",په افغانستان کښي دايوروکورپوس  پوځيان
20,حبيب الله غمخور,"
به کله پای ته رسيږي ؟ 
دحبيب الله غمخور ليـــــــــکنه  +  د ٢٠٠١ ږ کال د سپټمبر د ١١ نېټې د مشهور ناورين نه راپدې خوا چي امريکا ددې لپاره ملا وتړل چي بايد د نړيوال تروريزم د هغه په سر کي د القاعدې د افراطي سازمان پر ضد خپل تلاښ او مبارزه چټکه کړي . د همدې موخې د سرته رسيدو په خاطر د نړۍ وال تروريزم سره د مقابلې د محل ويش په لمړې ليکه کښي د افغانستان نوم وليکل شو ، او د طالبانو د لاسپوڅي او کرغېړن رژيم چي په افغانستان کي د شمالي ټلوالي او جمعيت د تنظيم د واک د نشکوريدو په منظور د پاکستان د ای اس ای  ، امريکا سي ای اې ، سعودي عربستان اوعربي شيخانو په ملاتړ او مرسته منځته راغلی ؤ د ړنګيدو لپاره په پنټاګون او لندن کي د ډير تلوار د پلانونو طرح کول پيل شوه . ددې کار لپاره علاوه پر دې چي د پردې شاته سي ای اې او د انګلستان استخباراتي ادارې د معلوماتو په راتلوټولولو او پلانونو په جوړولو بوخت  وه ، بوش او تونيبلېر د ملګرو ملتونو ، امنيت شورا او د نړۍ د يو شمېر هيوادو له رهبرانو سره د هغو د ملاتړ د راخپلولو په منظور ديپلوماتيکي هلي ځلي چټکي کړي . 
په لنډه توګه په افغانستان باندي د حملې او طالبي رژيم د نسکوريدو د ضرب العاجل لحظه  راورسيده . ددې کار لپاره امريکا خپلو سياسي ګټو ته د رسيدو په خاطر چي ټولي يي متاسفانه  تر اوسه نه دي  رسوا شوي ،  بيله دې چي د سياسي تعقل او پوهي څخه کار واخلي او د افغانستان د قومي او ژبني  جوړښت اواړيکو څرنګوالی په نظر کي ونيسي پر شمالي ټولوالي ، پر هغوی چي ددوی د حاکميت په وخت کي ددوی دغير انساني اوټولو ملي او نړيوالو حقوقي نورمونو پر خلاف  يې دافغان ولس سره چلند کاوه چي په پايله يې طالبانو د وحشي رژيم  ړنګ شو تکيه وشول . هغوی ته د ډالرو اووسلو په ورکولو سره يې د طالبانو د رژيم په نسکوريدو پيل وکړ .
شمالي ټلوالي چي نور بهرني دوستان او مشوره کوونکي يې لا پخوا لرل د هغوی په مشوره له هغو سمڅو څخه راووتل کوم چي د طالبانو له ډاره هلته ننوتلي وه د امريکا د غلطي پاليسۍ او غيرمعقول درک په نتيجه کي يې يو ځل بيا په ښکلي او په وينو لړلي  کابل چي ددوی تر منځ دخپل منځي جګړو د قربانيانيو ويني لا نه وې پاکي شوي ورننوتل اود قدرت پر ګدۍ يې تکيه وکړه .
په هغه پېسو او وسلو چي له هري خوا د افغان دښمنه هيوادو لخوا، او د امريکا او انګلستان د استخباراتي سازمانو له لاري دوی ت ورکړه شوي وې ځانونه نور هم سمبال کړه ، او داسي منظم شول چي همدا او بس يوازي دوی دي چي هيوادنۍ سوله او ثبات يې له سخت خطر اوګواښ سره مخامخ کړي دي . 
که څه هم د طالبانو د رژيم دنسکوريدو څخه نږدې درې کاله تيريږي اما له بده مرغه تر اوسه په هيواد کي سياسي نظامي ستونزه اود حکومتي واک او قدرت مسئله  نده حل شوي . 
مرکزي  حکومت په ولاياتو او محلاتو کي کوم تاثير او تسلط نلري ، شمالي  تلواله ، زورور  قوماندانان او ټوپک سالاران همدا اوس محلي زيرځواکان دي ، خپله پريکړي کوي  او پخپله يې پلي کوي او له بلي خوا شپه او ورځ د خپل واک دعمر داوږدېدو لپاره هلي ځلي  کوي . 
پدغه شان يو بي امنه او بي ثباته ستونزمنو  حالاتو کي چي د بنياد خښته  يې د بن د کنفرانس له پريکړو او توافقاتو له پيل نه ايښودل شوي ده ، څنګه کيدای شي چي دهمدغه کنفرانس پريکړي پلي شي ؟ اويو غښتلی ملي اردو چي د هيواد د ټولو قومونو ، ژبواو منطقو نماينده ګي وکړي او دهغو ترحمايې لاندي وي جوړ شي ؟  زما تحليل چي زموږ د جنګ ځپلي هيواد د څو لسيزو د غمجنو او زړه راکښوونکو پېښو پربنياد ولاړ دي دادی چي زموږ په هيواد کي دغه اوسنی حاکميت دا توان نلري  چي ملي اردو ( ملي وسله وال ځواک ) جوړ کړي .ځکه داتر لمر روښانه ده چي د ملي وسله وال ځواک ( ملي اردو ، پوليس او ملي امنيت ) په جوړيدو سره چي هلته دهغو په ليکو کي مسلکي مسلکي او پوه افسران چي حربي ښوونځی ، حربي پوهنتون ، د پوليسو اکاډمي او يانور کورني او بهرني مسلکي تحصيلاتو خاوندان چي پخپلو جزوتامونو کي د سوق او ادارې او هيوادنۍ ملي ګټو په ساتنه پوه وي او پدي لارکي د پخې تجربې خاوندان وي مقرر شي ، په همهغه لحظه د تنظيم سالارو او ټوپکسالارو د سياسي ،  نظامي واک او سلطې ړنګيدل شروع کيږي . يو عاميانه متل دی چي وايي : ( څوک خپل مخالف ته لاس تړلی ورځي ؟ ) ددغو افراطي تنظيمونو ، محلي قومندانانو او ټوپکسالارو يوانۍ موخه خپلي ګټي او دخپلو بهرنيو تاريخي دوستانو پريکړي عملي کول دي ، نه په هيواد کي دموکراسي ، امنيت  او سوله راوستل .
ځکه نو هغه منطقآ بايد پخپل ټول ځواک او طاقت په هيواد کي د ملي پوځ د جوړيدو او سمبالښت سره غوڅ او بربنډ مخالفت وکي دا پروسه په هره بڼه چي وي ناکامه ده کړي ، او په خوله داد ملي اردو د جوړيدو ډرامه يوازي د افغان ولس او بهرنيانو د غوليدو لپاره روانه وساتي .څنګه به ومنل شي چي د شمال قوماندان عطا  ( د مزار والي )،جنرال  دوستم ، په هرات کي تورن  اسمعيل چي ځانته يې د امر لقب ورکړی.، محمد قسيم فهيم د ولسمشر مرستيال اونور يو شمېر  قومندانان  په ننګرهار ، کنړ ، پکتيا ، خوست ، ارزګان ، غور ، کندز ، بادغيس ، زابل  اونورو ولاياتو کي ، دا قوماندانان به حاضر  شي چي خپلي پوځي ټولګۍ او مليشې بي وسلي کړي ؟ او ځای يې ملي اردو ته پريږدي ؟.
زموږ خلک وايي د همدو مليشو برکت دی چي ښاغلی فهيم د ولسمشر د مرستيال او ملي دفاع وزارت څوکۍ پلاس کي لري او په راتلونکي کي به هم همداشان دواک خاوند وي او د خپل واک ساتلو لپاره به په هر  بڼه او ميتود چي وي تلاښ کوي  .
په دي وروستيو ورځو کي داسي اوازې وې چي ويل يې  کله چي د افغانستان ددفاع وزير فهيم يو شمير قومندانان کابل ته راغوښتي وه چي د هغوی سره خبري وکړي او دهغوی ملاتړ د ولسمشرۍ په راتلونکو ټولټاکنو کي د ښاغلي کرزي په پلوي راواړوي په دغه وروستۍ ورځ ښاغلي کرزي چي ويل کيږي  د اروپا د پارلمان  د فشار په پايله کي اړشو چي يو فرمان  صادر کړي او په هغه کي ټولي هغه ملېشې چي د دفاع د وزارت په ليکو کي نه دي ثبت شوي غير قانوني اعلان کړي ، او غوښتنه يي وکړه چي ډير ژر بايد داشان ملېشې ړنګي شي ، قومندان عطا او جنرال دوستم چي پورته ويل شوي غونډي ته د برخي اخستلو  لپاره کابل ته راغلی وه ويلي وه:  (( ديده شود که کرزی چګونه فرمان خودرا عملي ميسازد )) .د ټول افغان انټرنټ پاڼه ١٧/٧/٢٠٠٤ل . او افغان ولس هم ددې فرمان په پلي کيدو ډاډمن نه دی ( کله چي ښاغلي کرزي د راتلونکي ولسمشرۍ لپاره په ټولټاکنو کي ښاغلی احمد ضيا او خليلي د لومړي او دوهم مرستيال په توګه ونومول ښاغلی فهيم د ولسمشر کرزي سره په مخالفت او د يو نس قانوني په پلوۍ ودرېد)  
اوس هر  څوک پوهيږي چي دا فرمان ډير ناوخته  صادر شو ، دداشان فرمانود صادريدلو او عملو کولو وخت د بن د کنفرانس نه وروسته د مؤقتي ادارې په لمړيو ورځو کي  وو چي متاسفانه دا کار پر خپل وخت او زمان ونشو، چي دليل او علت يې د مصلحتونو پر بنياد د مؤقتي  ادارې جوړښت  او تشکيل ؤ .او بل داچي له همهغه لمړۍ ورځي څخه امريکا او انګلستان چي تر بل هر چا په افغانستان کي زيات ځواک او واک لري ددوه مخيزه سياست په پلي کولو شروع وکړي وه .
هغه دا چي هم د مرکزي حکومت څخه ملاتړ او هغوی ته مالي او تخنيکي مرستي رسول اوهم په مقابل کښي د محلي قوماندانانو او شمالي ټلوالي سره د ښو او نږدې اړيکوساتل دي . 
دا ډول سياستونه هغه لاملونه دي چي په هيواد کي د ملي قوي او ځواکمن وسله وال پوځ جوړيدل ناشوني کوي .
که يوه لحظه د نړۍ د خبري رسنيو او مطبوعاتو ته نظر واچوو د ملګرو ملتونو د سازمان عمومي منشي کوفي حنان څخه نيولې بيا د امنيت شورا ، د اروپا پارلمان ، ښاغلي بوش ، تونيبلېر د انګلستان صدراعظم او نور نړيوال مشران دا ټول د ناټو د قومندانۍ په شمول او ښاغلي کرزی ورسره ملګري داټول  په يوه اواز يوه خبره کوي چي :
١ _ په افغانستان کي سوله او امنيت ته يوازنی خطراو ګواښ په هيواد کي د غير قانوني مليشو او قبيلوي  قوماندانانو موجوديت دي .
٢ _ په افغانستان کي د امنيت د راوستلو لپاره يوازنۍ لاره دملي ٧٠ زره کسيز اردو جوړول دي .
٣ _ د مرکزي حکومت د واک او سلطې مزي ټولو ولاياتو ، ولسواليو او قريو ته وغځول .
٤ _ قومندانان سالاري او ټوپکسالاري پای ته رسول ، تر څو افغان ولس د سولي او دموکراسۍ په فضا کي ژوند پيل کړي او د افغانستان د بيا رغوني کار په مؤثره توګه سرته ورسيږي او دداسي نورو طرحو او پلانونو عملي کول ..... !
مګر د حيرانتيا وړ خبره داده چي په عمل کي بيا دهمدغو  وړانيزکوونکو طرحانو اوواکدارانو د واک په موجوديت کي بل څه کيږي :
١ _ د ملي وسله وال پوځ جوړيدل اوس يوه ډرامه ده ، ځکه په دغه شان يو کوچنی هيواد کي لکه افغانستان چي په زرهاوو مسلکي او روزل شوي افسران همدا اوس هم د ملي ، مذهبي ، قومي، ژبني ، منطقوي او سياسي اختلافاتو پر اساس بيکاره دي ، او په عوض کي يې غير مسلکي ولي په تنظيمو پوري تړلي کسان مقرر شوي دي .
ډير ژر کيدای شوه چي مسلکي اوغښتلي ملي وسله وال ځواک  جوړ شوی وای . 
خو لکه چي معلوميږي دا د اوسنيو واکدارانو په ګټه نه ده،ځکه به ملي اردو جوړ نشي اويوازي به دهغه د جوړيدو ډرامه دوام ولري . نږدې درې کاله تير شوه تر اوسه د عسکرۍ د مکلفيت قانون نشته او نه هم څوک په دې هکله څه وايي . که چيري دغه ايله جاري او خپل سري تنظيمي مليشې دوسله وال پوځ په نامه ونومول شي  او د ملي اردو په ليکو کي هغوی ورګډ شي پايله به يې د ملي اردو نه ، بلکي تنظيمي او پردی اردو وي .
٢ _ همدا اوس محلي قومندانانو اوټوپکسالارو د امريکا اوانګلستان ددوه مخيز سياست داصل نه په استفاده اړيکي ساتلي  او همداشان د همدغو قومندانانو اوتنظيمونو سره د هغوی د پخوانيو بهرنيو دوستانو اړيکي چي په افغانستان کي خپلي ګټي لري ځای پر ځای پاته دي .
په همدی اساس قومندان عطا په بلخ کي داحق ځانته ورکوي چي نږدې ٢٠ ورځي  د څارندوی قومندان جنرال خاکريزوال په کور کي قلا بند وساتي او له مزار شريف څخه د هغه د سمدستي ستنيدو غوښتنه کوي ، تورن اسمعيل دهرات دملي امنيت امر چي د مرکز لخوا ټاکل شوی و خپل دفتر ته پري نښود ، په کاپيسا ، غور ، بادغيس کي ورته کارونه سرته رسيدلي دي او زه په دې عقيده يم چي دا لړۍ به روانه وي . يوازي د ولسمشر ټاکل به دا ستونزه حل نشي کړای .( جالبه  خو دا ده چي د مزار شريف اوهرات حادثې په داسي وخت کي وشوې چي ښاغلی کرزي د امريکا د ازادۍ په ورځ د جولای پر ٤ نېټه  په کلفورنيا کي د ازادۍ مډال تر لاسه کاوه ) .
٣ _ ښاغلی کرزی ، دهغه کاري ټيم او کابينه يو هم دا توان نلري چي د مرکزي حکومت د واک مزي ټول افغانستا ته وغځوي ، په دې برخه کي بهرنيان هم لکه څنګه چي ښايي او د افغان ولس غوښتنه وه وړ مرسته نه کوي ښه بېلګه يې په ځينو ولاياتو کي د نوو مسولينو پر مقررولو د مرکزي حکومت او سيمه ايزو واکدارانو تر منځ په زور ازمايلو  کي دی ، چي دوی ځانونو بي طرفه اعلانوي او وايي چي ( دا د افغانانو خپل منځي مسايل دي موږ  په هغه کي کوم رول نلرو او مداخله نشو کولای ) لکه : د مزار ، کاپيسا ، بادغيس او هرات د ولاياتو په کړکيچونو کي .
دا په داسي حال کي چي هر د سالم عقل خاوند په دې ښه پوهيږي چي په افغانستان کي د سولي ، امنيت ، د موکراسۍ راتګ او غښتلتيا ، د قومندان سالارۍ  اوتنظنم سالارۍ پای ته روسول  بيله بهرني ځواک له مداخلې نه ممکن نه بريښي . او که اوسنۍ اداره دا کولای شي يچ بيله د بهرنيانو او دهغوی د ځواکونو پرته کيداۍ شي ملي دندي سرته ورسيږي او محلي واکداران بيواکه او ټوپکسالاران بي ټوپکه کړي  په هغه صورت کي د بهرنيانو او دهغوی د نظامي پوځ او ناټو د قطعاتو موجوديت په افغانستان کي د سوال سره مخ کيږي .
٤ _ د افغانستان ملي اوټولنيزي ناخوالي ، چور چپاول ، انسان وژنه  او ماشوم تښتونه ، د يوه قوم لخوا پر بل قوم باندي ظلم ، د بهرنيو مرستندويه موسسو پر کارمندانو وژونکي بريدونه ، د مکتوبونو سوځول ، د دموکراسۍ د تحقق مخنيوی ، د اسلام د پاک نامه څخه د سياسي او کرغېړنو موخو د سرته رسلولو په خاطر ناوړه استفادې او په سلهاوو نوري ناخوالي ، ويجاړي او ناندرۍ  د همدې  ادارې او دهغې د بهرنيانو د غلط او نه سنجول شوي سياست پايله ده ، او دا دروند پېټی افغان ولس همدا اوس پر خپلو اوږو وړي .
ددې غمجن او زړه بوګنوونکي کيسې  د پای ټکی په واقيعت کي په افغانستان  کي همداد ملي ځواک د (( وسله وال پوځ )) د تشي ډکول دي .پرافغان ولس او ټولو روڼ اندو ده چي ددغې ملي غميزي پای ته رسول او د افغان ولس ګريوان  له کورنيو او بهرنيو چپاول ګرانو له منګولو نه دخلاصولو لپاره خپل ټول  ځواک په کار واچوي . اوس چي په هيواد کي د سياسي ګوندونو د ازاد فعاليت قانون نافذ شوی دی اوتر ٧٠ زيات ګوندونه غواړي په افغانستان کي دننه او له افغانستان نه بهر سياسي فعاليت وکړي ، ددغو ګوندونو په کړنلارو او د مشرانو په ويناوو کي هم افغان ولس ته د يوه سوکاله او ارام ژوند د راوستلو وعدې ورکول شوي دي .
که چيري په واقعي توګه همدا ګوندونه په افغان ولس کي نفوذ او اعتبار ولري په هغه صورت کي دنده لري چي د يوه سياسي ګوند او ځواک په توګه د افغان ولس د روا او پر حق غوښتنو بربنډ ملاتړ وکړي ، او هغه سوکاله اوارام ژوند چي دوی يې ولس ته وعده ورکوي يوازي او يوازي په هيواد کښي د پورته ويل شوو ناخوالو له منځه وړلو او د يوه پياوړي ملي وسله وال ځواک چي ټولو افغانانو ته د منلو وړ وي د جوړيدو تشه ډکول دي .
بيله دې نو خدای خبر چي دا وړۍ به شړۍ شوي وي . 
  ",په افغانستان کي د ملي اردو د جوړيدو ډرامه >>>
