,author,content,title
37,بلجيم دافغانانو ټولنه,"
په ډیره خواشینۍ سره مو خبر واخیست چه د هیواد ستر ه ، درنه ملی څېره جنرال رحمت الله ساپی د ورپېښې ناروغۍ له امله ددې کال د نومبر د میاشتې په ۲۴ مه له هیواده لیری په پردېسۍ کې په لندن کې وفات شو.  انا لله وانا الیه راجعون .
جنرال رحمت الله ساپی نه یوازی ددوی د کورنۍ بلکه د ټولو افغانانو ویاړ دی . 
په بلجيم کي د افغانانو د مرستي ، پوهاوي او پيوستون ټولنه او مېشت افغانان په دې غم کې ځانونه شریک ګڼي اوارواښاد ته د بخښونکي خدای له دربارڅخه دفردوس جنت او د ارواښاد کورنۍ ، مینه والو او ټولو افغانانو ته د جمیل صبرغوښتنه کوی . امین
 د افغانانو د پوهاوي، مرستي او پيوستون ټولنه
 مشرتابه جرګه - بلجيم   ۲۸- ۱۱- ۲۰۰۵
  ",په بلجیم کې د مېشتو افغانانو دخواخوږۍ پیغام
38,,"
ع نورزي : هلمند
 دهلمند والي وايې  كه چيري دولسواليوولسوالان په خپله ولسوالي كښې اپين مات نه كړي نوله دندوڅخه به ئې ګوښه كړي .
دهلمند والي حاجي شيرمحمداخندزاده نن په هغه غونډه كښې چي داپينودله منځه وړلوپه اړه دولايت په مقام كښې جوړه شوي وه په ډاګه كړه كه چيري دټولوولسواليوولسوالان په خپله ولسوالي كښې ديوې اونۍ په ترڅ كښې ټول اپين كوم چي اوس كرل شويدي مات نه كړي نوولسوالان به له دندوګوښۀ كړي .
دهلمند دنادعلي ولسوالۍ ولسوال محمدقاسم دبېنوا خبريال ته وويل : زه چي داوس وخپلي ولسوالي ته ولاړم نواپين به ماتوم داپه داسي حال كښې ده چي دميزان ياتلې پراته ويشتمه هم دكابينې يوشميروزيرانوله كروندګروڅخه غوښتي وه چي پخپلوكروندوكښې بايداپين ونه كري .
هلمند يودافغانستان دهغوولايتونوڅخه دي چيري چي ډېركوكناركرل كيږي .
 
  ",د هلمند والي د ترياکو د له منځه وړلو هوډ کړی دی
39,حقمل,"
					    					    افغان ولس مشر حامد کرزى پرون شپه د اوو بجو په شاوخوا کې  خپل پلرني ولايت کندهار ته په يو ناڅاپى سفر  رسيدلى دى . دده سره په دغه سفر کې د پوهنې وزير  هم ملګرى دى . حامد کرزى به په دغه سفر کې  د
کندهار، زابل ،ارزګان،نيمروز اوهلمند ولايت د دولتى چارواکو ،يو شمير  قومى مشرانو او مخورو او د راتلونکى ولسى جرګې او ولايتى شوراګانو له انتخاب شويو غړو سره وګوري . دسفر  موخه په دغو ولايتونو کې د امنيت او دنيشه يى توکو دکرکيلى د مخنيوى په هکله
خبرې او ارزونى  بلل شوى دى . ",افغان ولس مشر خپل پلرنى ولايت  ته رسيدلى دى .
40,حقمل,"
					    					    د ډاياګ يا د غير مسولو کسانو څخه دغيرقانونى وسلو دراټولولو  دلړى  په ترځ کې چې پنځه مياشتې وړاندې په افغانستان کې  پيل شوى  تراوسه يويشت زره وسلې  دغيرمسولو کسانو څخه راټولې شوى دى .ددفاع وزارت مرستيال جنرال محب الله  پرون په يوه خبرى غونډه کې خبريالانو ته وويل هرڅوک چې ددولت په ادارو کې کار کوى او پخوانۍ وسلى ورسره پاتې وى بايد دولت  ته يې وسپاري .  دډاياګ يو چارواکى  جنرال فراهى وويل د ټاکنو په بهير کې يوازى له ١٤٠ تنو کانديدانو څخه 
څلور زره ميله وسله راټوله شوې ده او همداشان  ددولت ٩ تنو قوامندانانو په خپله خوښه دغه کميسيون ته وسله سپارلې ده . ده وويل دا يو ملى پروګرام دى او په ټول هېواد کې په يو ښان پلى کيږى .ده دا هم وويل چې په دولت کې تر پنځوسو تنو قوماندانان او لوړپوړى چارواکى شته چې وسله لري  او په ولاياتو نو کې هم يو شمير دولتى کسان په ګوته شوى دى  چې غير مسول دى  هم وسلې لري او هم وسله وال ګروپونه لري .دغه ډلې د امنيت او دنيشه يى توکو دقاچاق د مخنيوى په برخه کې لو ګواښ دى  او دسيمى اوسيدونکى ورڅخه په عذاب او تکليف دى  ،په خپل سر ماليات ټولوى . دډاياگ پروګرام چارواکى وايى دوى نه پوهيږى  چې په ټول هېواد کې به څومره وسلې وى .دغه پروګرام د دولت ديو شمير وزارتونو  ،ملګرو ملتونو ، بې وسلې کولو د کميسيون  دچاپان او يو شمير نورو هېوادونو په مرسته پر مخ بيول کيږى . دغه پروګرام په دريو پړاونو کې پلىکيږى ،په خپله خو ښه د وسلې سپارل،د خبرو له لارې  او په پاى کې د قانون  له مخې په زور له غير مسولو وسله والو  کسانو  څخه وسله ټوليږي .					    ",په دولت  کې يو شمير کسان غيرقانونى وسلې لري .
41,حقمل,"
					    					    د افغانستان له پاره د امريکا د امنيتى  همکارۍ مشر تورن جنرال  جان برينن  پرون د يوې خبري غوڼدې له لارې  د افغانو پوليسو د ادارى ،
تشکيلاتى  اصلاحاتو او ريفورم په برخه کې  دملياردونو الرونو دمرستې ژمنه وکړه چې د هېواد په کچه د اوو سيمه ايزو قوماندانيو ، لوژيستکې ،روزنيزو مرکزونو په جوړولو او نورو اړينو برخو کې  به ، په راتلونکو کلونو کې ولګوي  ، چې له دې سره ىبه  دپوليسو په مياشتنۍ تنخواوو کې
هم زياتوالى راشي . ويل کيږى چې تر اوسه پورې څه کم ٥٠ زره کسان  پوليس  او ٣٠ زره  دملى اردو سرتيرى تر  لومړنيو روزنو لاندې راغلى دى .					    ",دافغان پوليسو سره د امريکا دپراخو مرستو ژمنه .
42,حقمل,"
					    					    د ننګرهار ولايت په مرکز جلال اباد کې پرون  نوى دارالمعلمين چې  د ١٩٠ زرو ډالرو په لگښت  دچاپان هېواد په مالى مرسته او ديونسف او د افغانستان د پوهنى وزارت په همکارى جوړ شوى دى  د يو لړ رسمى مراسم په ترځ کې پرانيستل شو . دا پنځم دارلمعلمين  دى ،چې په هېواد کى جوړيږي . له دې نه وړاندې  په  هلمند ، سمنګان ،لغمان او تخار کې هم ورته نوى دارلمعلمينونه  جوړ شوى دى  . ټاکل شوې ده چې د ٢٠٠٥ کال ترپايه پورې  د کندز ، جوزجان ،کندهار او کنړپه ولايتونو کې هم جوړ شى . ",په ننګرهار کې نوى دارالمعلمين پرانيستل شو .
43,حقمل,"
					    					    د جرمنى د بهرنيو چارو وزارت منلې ده چى يوه المانى ښځه په عراق کې ورکه شوى ده او يو ټيم ته دنده سپارل شوې تر څو په دې هکله پلټنه وکړى . دغه جرمنى ښځه د جمعې په ورځ  د موټر له چلونکى سره يو ځاى ورکه شوې ده .					    ",يوه جرمنى ښځه په عراق کې ورکه شوې ده .
44,حقمل,"
					    					    په افغانستان کې د چاپان سفير د هغه دوو پروتوکولونو له مخې چې پرون يې دبهرنيو چارو له وزير داکتر عبدالله سر ه لاسيلک کړل وويل
چاپان به ١١ ميليون ډالره د بلخ ولايت د مرکز د مزارشريف د ښار د داخلى سړکونو دجوړولو او ٤٠٠ زره ډالر د ملى موزيم د اثارو د نمايش له پاره د ويترونونو دجوړولو په خاطر  د افغان دولت له اړوندو ادارو سره مرسته کوى . د مزارشريف د ښار د سړکونو دجوړولو کار به  دراتلونکىکال د حمل په مياشت کې پيل شى . ",د چاپان  د ١١ ميليونواو ٤٠٠ زرو ډالرو مرسته 
45,حقمل,"
					    					    هغه څيړندويه علمى سيمنار چې د ارواښاد پوهاند عبدالحى حبيبى د مړينې د شلم تلين په موخه دهېواد ديو شمير پوهانواو استادانو په ګډون
په کابل کې جوړ شوى وو پرون د يو پرکړه ليک په صادريدو سره پاى ته ورسيد .په دغه پريکړه ليک  راغلى چې په کابل کې د يو واټ  او دکندهار کتابتون دپوهاند عبدالحى حبيبى په نوم ونومول شي . په پريکړه ليک راغلى دى چې د سينمار مقالې د اطلاعاتو،فرهنګ او توريزم له خوا چاپ او خپرې شي او دپوهنتونونو دژبو او ادبياتو په  ټولوپوهنځيو  کې د حبيبى پيږندنې مضمون  تدريس شى .همداشان ويل شوى دى چې ددولت له خوا د  د حبيبي شخصي کور د پوهاند حبيبى دڅيړن مرکز دچارو د پرمخ بيولو له پاره رسما پرانيستل شي . په پريکړه ليک د پوهاند حبيبى دژوند ليک او اثارو د خپريد غوښتنه شوې ده . دغه پريکړه ليک ٩ مادې لري . دغه سيمنار چې د يکشنبې په ورځ د افغان ولس مشر په پيام پيل شو د يو شمير پوهانو او استادانو له مقالو ويلو وروسته پرون مازديګر د  يو پريکړه ليک او داطلاعاتو،فرهنګ او توريزم د وزير دوکتور رهين په دغه شعر سره پاى ته ورسيد .
مګو ګذشته رفيقان زدل فراموش اند-- کدام پرده که درنغمه اش نمى جوشد
 ",د پوهاند عبد الحى حبيبي په نوم دواټ نومول .
46,,"
دا  د ستر فرهنګي شخصيت  ارواښاد پوهاند علامه رشاد بابا سره د صديق الله بدر  د مرکو ٢٥٢ مخيزه ټولګه ده، چې تېر کال په همدغه ورځو شپو کې چاپ ته چمتو شوې وه؛ خو د مالي ستونځوله امله چاپ نه شوه٠اوس د هغه د چاپ لپاره عبدالنافع همت د ميوند مجلې مسول چلوونکي مټې نغاړلې،اميد چې ډېر ژر په يوه اوونۍ  په کابل کې چاپ او خپره شي٠ ",د سيمو تاريخي جغرافيه به ډېر ژر چاپ شي٠
47,,"
 د دې ګڼه د ځينو مطالبو سرلیکونه : * د افغان رسالی د خپرونی اووم کال * په ټورنټو کې د نيکمرغه کوچني اختر لمونځ ادا سو. * جوان افغان در مسابقه بین المللی قرائت قرانکریم مقام سوم را حایز گردید. * درنگی بر پروسه دردناک ملت سازی در جوامع قبیلوی ــ امیر عبدالرحمن خان در ترازوی تاریخ  ښاغلي ډاکتر روستار تره کی * نابودی اردوی افغانستان * موزيم شهر شهيد كابل چه وقت بنا خواهد شد؟ * مقدمۀ بر چگونگی تحول تاریخ در خاور زمین * دولسی جرګې د غړو لست * اداى احترام به رزا پاركس نماد جنبش حقوق مدنى امريكا * مرکز تشخیصی تدریسی و تحقیقاتی امراض قلبی افغانستان * نقدی بر شرقیمانه بزرګ * غزني پوهنتون : دغزني د تاريخي اوفرهنګي پرتم اوپيژندګلوۍ نښه - ښاغلي داکتر خالق رشید * د کرزي او ظاهر شاه خوبونه ترخه کيږی ؟ ښاغلي قدرت الله حداد * برتری نظامي امريکا، تفوق سیاسی روس ، تسلط فرهنګی ایران و دسیسه بازی پاکستان – داکتر رحیم عزیز * بوش په جنګ کې ( ۱۷ ) برخه * د ښاغلي حبیب الله مایار سره مرکه * رساله سخن شناسی – ښاغلي ډاکټر سيد خلیل الله هاشمیان * کرزی صیب د اساسی قانون څخه سرغړونه کوی – ښاغلي لاروی * ۱۷۴۷ باز تولد یک کشور کهن * ادبي مرغلرې او نور مطالب ، رپوټونه او مرکې په انګريزی برخه کې  افغان رساله / Afghan Post - ټورنټو - کاناډا  تیلفون ۹۰۸۱ – ۴۷۲ (۹۰۵) فکس ۴۶۸۴ – ۴۷۲ (۹۰۵)  بريښنا لیک  afghanpost@rogers.com  ويب پاڼه www.afghanpost.com 

 ",د افغان رسالې  (۷۸ )  پرله پسې ګڼه له چاپه راووتله .
48,حقمل,"
					    					    د خوست په ولايت کې  ددولت ٢٩ تنه مخالف  سيمه ايزقوماندانان  دملى پخلاينې له ليکې سره يو ځاى شول . دغو قوماندانانو مخکې تر دې د حکمتيار د حزب اسلامى او طالبانو په ليکو کې فعاليت درلود .د خوست والىمعراج الدين پټان  له دولت سره ددوى يو ځاى کيدل د سولى او ارامى په لار کې ګټور ګام وباله اود دوى هرکلى  يې وکړ. ",٢٩ تنه مخالف قوماندانان له دولت سره يو ځاى شول
49,,"
 
تیره ورځ عراق ته دامریکې دمتحده ایالاتو سفیر زلمي خلیلزاد یوې خبري غونډې ته وویل چې ولسمشر بوش ورته دنده سپارلې ترڅو له ایران سره دعراق دامنیت په اړه ډیپلوماتیکې خبرې اترې وکړي.
خو بل لورته دامریکې دبهرنیو چارو وزارت ویاند دخلیلزاد دغه خبرې یوازې له ایران سره دعراق په اړه ځانگړې او ټاکلې وبللې.
امریکا هر ډول ډیپلوماتیکې اړيکې له ایران سره بندې کړي. ",خلیلزاد له ایرانیانو سره دعراق په اړه خبرې کوي.
50,,"
 
دولسمشر کرزي مطبوعاتي دفتر ویلي چې ولسمشر له دوه ورځني سفر وروسته چې کندهار ته تللی وه بیرته کابل ته راستون شو.
ولسمشر په کندهار کې دڅلورو ولایتونو کندهار، هلمند، ارزگان اوزابل ولایتونو له ١٥٠٠تنو مشرانو، ښځو، علماو او سپین ږيرو سره وکتل او دغو استازو ورته په خپلو سیمو کې دکوکنارو د نه کرلو خبره وکړه.
دغه راز ولسمشر دکندهار دانجنو یوه ښوونځي ته ورغی او په ستونزو یې ځان خبر کړ.
له ولسمشر کرزي سره په دې سفر کې امنتي سلاکار زلمی رسول، دپوهنې وزیر قرقین او جاوید لودین هم ملگري وه.   ",ولسمشر کرزی له قندهاره کابل ته راستون شو.
51,,"
 
   دنړیوال مرستندویه ځواک له لورې په خپرې شوې خبر پاڼه کې راغلي چې په افغانستان کې ددغو ځواکونو یو لوی کمپ جولیان چې پکې څلور زره سرتیري میشت دي افغان امنیتي ځواکونو ته وسپارل شو.
دا نظامي کمپ په کابل کې وه چې دکانډایانو پورې یې تړاو درلود او ددغه هیواد دوه زره سرتیري پکې میشت وه.
جولیان لومړی کانډايي سرتیری وه چې افغانستان ته راغلی نو ځکه دغه کمپ هم دده په نوم نومول شوی وه.  ",کانډا پورې اړوند جولیان کمپ نه کانډايي سرتیري ووتل.
52,,"
             
     سیاف           رباني          قانوني          محقیق       شکریه باریکزۍ   ملالۍ جویا   گیلاني
خبرونه وایي چې داتحاد اسلامي پخواني گوند مشر عبدالرب الرسول سیاف ویلي چې دپارلمان ریاست ته به ځان کاندید کړي.
تر استاد سیاف وړاندې محمد یونس قانوني، برهان الدین رباني، حاجي محقیق، شکریه باریکزۍ، ملالۍ جویا او سید اسحق گیلاني هم دپارلمان ریاست ته چمتوالی ښودلی.
تیره ورځ یونس قانوني دشمال گڼ شمیر دپارلمان استازو ته په خپل کور کې وویل چې پدې اړه ورسره مرسته وکړي. 
نوموړي وویل چې له ولسمشر کرزي سره یې پدې اړه خبرې کړي ترڅو دولسي جرگې دمشر په ټاکنه کې هېڅ لاس وهنه ونه کړي او دخیر په غونډۍ کښېني.
دقانوني په وینا ولسمشر ورته ډاډ ورکړی چې دچا ملاتړی ندی.
کتونکي وایي داسې ښکاري لکه دتل په څیر جهادي رهبران لا اوس هم بې اتفاقه دي. ځکه دولسی جرگې ریاست ته څو تنو جهادي رهبرانو ځانونه نومولي. داسې ښکارې چې ونه توانیږي دپارلمان ریاست وگټي.
 
  ",استاد سیاف دپارلمان ریاست ته ځان ونوماوه.
53,حقمل,"
					    					    د زابل ولايت چارواکو منلې ده ،چې تيره شپه ددولسو بجو په شاوخوا کې قلات ته څيرمه د کاکړانو په سيمه کې د يوې ډلې غلو له خوا کابل - کندهار سړک  دترافيکو پر مخ بند شوى وو او غلو غوښتل چې له مسافرينو او د ګاډو له سپرليو څخه  مالونه او پيسې لوټ کړى .
د زابل ولايت وياند ويلى دى ،چې پوليسوپه خپل وخت سيمې ته ځانونه ورسول  او وروسته  يې اته تنه غله په يو کلى کې  دپلټنې په ترځ کې ونيول  . له نيول شويو کسانو څخه پلټنې روانى دى .همداشان د پکتيکا په ولايت کې هم پوليسو  شپږ تنه وسله وال غله نيولى دى . دغو کسانو د پوليسو جامى په ځانو کې درلودې .					    ",په زابل او پکتيکا کې وسله وال غله نيول شو ى دى .
54,حقمل,"
					    					    د غزنى د سرروضې اوسيدونکو نن  غرمه  د يو لاريون په ترځ کې په غزنى کې د امنيتى  چارواکو اوکارکونکو پر کړنو نيوکې وکړې  او له ولس مشر کرزى  او کورنيو چارو  وزارت له چارواکو څخه يې وغوشتل چې دامنيتى چارو د خپل سريو مخه دې ونيسي .
دغه لاريون ددغه سيمې د يو اوسيدونکو د وژنې  له  پېښې وروسته رامنځ شو ، چې تيره شپه ديو شميرغلو له خوا په سرروضه کې ووژل شو .
لارويانو ويل چې دغلو ډله پوليسواو امنيتى چارواکو پيږندلى ولې د نيولو لپاره يې اقدام نه کوى ، ځکه له دوى سره اړيکې لري . ",په غزني کې يو لاريون شوى دى .
55,حقمل,"
					    					    يوې وسله والې ډلې د عراق په شمال کې په يو کوچنى بس موټر باندې د يوبريد  په ترځ کې ٩ تنه وژلى او ٢ تنه يې ټپيان کړى دى .ويل کيږى وژل شوى او ټپيان شوى کسان د يوفارم کارکونکى وو.
 ",وسله والو په عراق کې ٩ تنه وژلى دى  .
